Country,Region,CATEGORY,MEASURE,TARGETED_POP_GROUP,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE_TYPE,ENTRY_DATE,Country_cd
Poland,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,4/20/2020,Government,4/19/2020,PL
Poland,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,4/20/2020,Government,4/19/2020,PL
Poland,Europe,Public health measures,Isolation and quarantine policies,Yes,Not applicable,4/20/2020,Government,4/19/2020,PL
Poland,Europe,Public health measures,Strengthening the public health system,No,Not applicable,4/23/2020,Government,4/24/2020,PL
Poland,Europe,Public health measures,Other public health measures enforced,No,Not applicable,4/21/2020,Government,4/24/2020,PL
Poland,Europe,Public health measures,Awareness campaigns,Yes,Not applicable,4/20/2020,Government,4/24/2020,PL
Poland,Europe,Social distancing,Schools closure ,No,Not applicable,4/24/2020,Government,4/24/2020,PL
Poland,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/26/2020,Government,5/2/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/4/2020,Government,5/2/2020,PL
Poland,Europe,Public health measures,Requirement to wear protective gear in public,Yes,Not applicable,5/4/2020,Government,5/2/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/4/2020,Government,5/2/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/4/2020,Government,5/2/2020,PL
Poland,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/6/2020,Government,5/2/2020,PL
Poland,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,5/4/2020,Government,5/2/2020,PL
Poland,Europe,Social distancing,Limit public gatherings,No,Not applicable,5/4/2020,Government,5/2/2020,PL
Poland,Europe,Movement restrictions,International flights suspension,No,Not applicable,,Government,5/2/2020,PL
Poland,Europe,Movement restrictions,Border closure ,No,Not applicable,,Government,5/2/2020,PL
Poland,Europe,Public health measures,Isolation and quarantine policies,No,Not applicable,,Government,5/2/2020,PL
Poland,Europe,Public health measures,Strengthening the public health system,No,Not applicable,5/5/2020,Government,5/7/2020,PL
Poland,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,5/3/2020,Government,5/7/2020,PL
Poland,Europe,Public health measures,Strengthening the public health system,No,Not applicable,5/4/2020,Government,5/7/2020,PL
Poland,Europe,Public health measures,Isolation and quarantine policies,Yes,Not applicable,5/4/2020,Other organisations,5/7/2020,PL
Poland,Europe,Movement restrictions,Domestic travel restrictions,No,Not applicable,,Other organisations,5/7/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,No,Fines,4/13/2020,Other organisations,5/7/2020,PL
Poland,Europe,Social distancing,Schools closure ,No,Not applicable,,Government,5/7/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Public health measures,Requirement to wear protective gear in public,Yes,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Public health measures,Requirement to wear protective gear in public,Yes,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Movement restrictions,curfews,Yes,Not applicable,5/17/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,5/18/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/25/2020,Government,5/15/2020,PL
Poland,Europe,Movement restrictions,Border checks ,No,Not applicable,5/12/2020,Government,5/15/2020,PL
Poland,Europe,Public health measures,Awareness campaigns,No,Not applicable,5/12/2020,Government,5/15/2020,PL
Poland,Europe,Public health measures,Awareness campaigns,Yes,Not applicable,5/14/2020,Government,5/15/2020,PL
Poland,Europe,Public health measures,Awareness campaigns,Yes,Not applicable,5/14/2020,Government,5/15/2020,PL
Poland,Europe,Public health measures,Testing policy,Yes,Not applicable,5/11/2020,Government,5/15/2020,PL
Poland,Europe,Public health measures,Awareness campaigns,Yes,Not applicable,5/15/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/11/2020,Government,5/15/2020,PL
Poland,Europe,Movement restrictions,International flights suspension,No,Not applicable,5/23/2020,Government,5/15/2020,PL
Poland,Europe,Movement restrictions,Domestic travel restrictions,No,Not applicable,5/23/2020,Government,5/15/2020,PL
Poland,Europe,Social distancing,Schools closure ,No,Not applicable,5/25/2020,Government,5/19/2020,PL
Poland,Europe,Social distancing,Schools closure ,No,Not applicable,6/1/2020,Government,5/19/2020,PL
Poland,Europe,Movement restrictions,International flights suspension,No,Not applicable,,Government,5/19/2020,PL
Poland,Europe,Movement restrictions,Border closure ,No,Not applicable,,Government,5/19/2020,PL
Poland,Europe,Public health measures,Other public health measures enforced,Yes,Not applicable,,Government,5/19/2020,PL
Poland,Europe,Public health measures,Strengthening the public health system,No,Not applicable,5/20/2020,Government,5/25/2020,PL
Poland,Europe,Movement restrictions,Border closure ,No,Not applicable,,Government,5/25/2020,PL
Portugal,Europe,Movement restrictions,International flights suspension,Yes,Refusal to enter the country,3/10/2020,Government,3/14/2020,PT
Portugal,Europe,Movement restrictions,International flights suspension,No,Not applicable,3/10/2020,Other organisations,3/15/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,No,Not available,3/16/2020,Media,3/15/2020,PT
Portugal,Europe,Movement restrictions,Visa restrictions,No,Refusal to enter the country,3/16/2020,Media,3/15/2020,PT
Portugal,Europe,Social distancing,Schools closure ,No,Not applicable,3/16/2020,Media,3/15/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,No,Not applicable,3/16/2020,Media,3/16/2020,PT
Portugal,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,3/16/2020,Media,3/16/2020,PT
Portugal,Europe,Movement restrictions,International flights suspension,No,,3/15/2020,Media,3/17/2020,PT
Portugal,Europe,Movement restrictions,Border closure ,No,,3/15/2020,Media,3/17/2020,PT
Portugal,Europe,Governance and socio-economic measures,State of emergency declared,No,,3/12/2020,Government,3/17/2020,PT
Portugal,Europe,Movement restrictions,Border closure ,No,,3/12/2020,Government,3/17/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,No,,3/13/2020,Government,3/17/2020,PT
Portugal,Europe,Governance and socio-economic measures,State of emergency declared,No,,3/22/2020,Media,3/21/2020,PT
Portugal,Europe,Public health measures,Health screenings in airports and border crossings,Yes,,3/20/2020,Media,3/21/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,,3/21/2020,Media,3/21/2020,PT
Portugal,Europe,Movement restrictions,Surveillance and monitoring,No,,3/20/2020,Media,3/21/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,No,,3/20/2020,Media,3/21/2020,PT
Portugal,Europe,Social distancing,Closure of businesses and public services,No,,3/20/2020,Media,3/21/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,,3/20/2020,Media,3/21/2020,PT
Portugal,Europe,Movement restrictions,Surveillance and monitoring,Yes,Not available,3/21/2020,Media,3/21/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,,3/23/2020,Media,3/21/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,Yes,Not applicable,3/21/2020,Media,3/21/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,3/21/2020,Media,3/21/2020,PT
Portugal,Europe,Movement restrictions,International flights suspension,Yes,Not applicable,3/25/2020,Media,3/24/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,No,Not available,3/12/2020,Government,3/24/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,No,Not available,3/12/2020,Government,3/24/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,No,Not applicable,3/28/2020,Media,3/30/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,3/29/2020,Government,3/30/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,No,Not applicable,3/26/2020,Media,3/30/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,3/29/2020,Media,3/30/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,No,Not available,3/29/2020,Media,3/30/2020,PT
Portugal,Europe,Public health measures,Testing policy,No,Not applicable,3/26/2020,Government,3/30/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/27/2020,Media,3/30/2020,PT
Portugal,Europe,Public health measures,General recommendations,No,Not applicable,3/26/2020,Government,3/30/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,3/26/2020,Government,3/30/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,3/27/2020,Government,3/30/2020,PT
Portugal,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,3/28/2020,Media,4/2/2020,PT
Portugal,Europe,Governance and socio-economic measures,State of emergency declared,No,Not available,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Movement restrictions,International flights suspension,Yes,Refusal to enter the country,4/13/2020,Media,4/3/2020,PT
Portugal,Europe,Lockdown,Partial lockdown,No,Fines,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Legal action,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Fines,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,No,Fines,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,Yes,Not applicable,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,No,Not applicable,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,No,Not applicable,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Public health measures,General recommendations,Yes,Not applicable,4/3/2020,Media,4/3/2020,PT
Portugal,Europe,Social distancing,Changes in prison-related policies,Yes,Not applicable,4/2/2020,Media,4/3/2020,PT
Portugal,Europe,Movement restrictions,Domestic travel restrictions,Yes,Fines,4/9/2020,Media,4/3/2020,PT
Portugal,Europe,Public health measures,Psychological assistance and medical social work,Yes,Not applicable,4/11/2020,Media,4/12/2020,PT
Portugal,Europe,Governance and socio-economic measures,State of emergency declared,No,Not applicable,4/10/2020,Media,4/12/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,No,Not applicable,4/10/2020,Media,4/12/2020,PT
Portugal,Europe,Social distancing,Schools closure ,Yes,Not applicable,4/14/2020,Media,4/12/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,No,Not applicable,4/12/2020,Media,4/12/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,Yes,Not applicable,4/17/2020,Media,4/20/2020,PT
Portugal,Europe,Movement restrictions,Border closure ,Yes,Not available,4/18/2020,Media,4/20/2020,PT
Portugal,Europe,Governance and socio-economic measures,State of emergency declared,No,Not available,4/18/2020,Media,4/20/2020,PT
Portugal,Europe,Lockdown,Partial lockdown,Yes,Not applicable,4/18/2020,Media,4/20/2020,PT
Portugal,Europe,Movement restrictions,Domestic travel restrictions,Yes,Not applicable,4/18/2020,Media,4/20/2020,PT
Portugal,Europe,Public health measures,Psychological assistance and medical social work,No,Not applicable,4/19/2020,Media,4/20/2020,PT
Portugal,Europe,Social distancing,Schools closure ,Yes,Not applicable,4/20/2020,Media,4/20/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,No,Not applicable,4/20/2020,Media,4/20/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/17/2020,Media,4/20/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not available,4/17/2020,Media,4/20/2020,PT
Portugal,Europe,Movement restrictions,International flights suspension,Yes,Not available,4/17/2020,Media,4/20/2020,PT
Portugal,Europe,Movement restrictions,Border closure ,Yes,Not available,4/17/2020,Other organisations,4/20/2020,PT
Portugal,Europe,Public health measures,Requirement to wear protective gear in public,No,,4/16/2020,Media,4/20/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,No,Not applicable,3/13/2020,Government,4/27/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,No,Not applicable,4/6/2020,Government,4/27/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/17/2020,Government,4/27/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/17/2020,Government,4/27/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,4/20/2020,Government,4/27/2020,PT
Portugal,Europe,Public health measures,Psychological assistance and medical social work,Yes,Not applicable,4/20/2020,Government,4/27/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/20/2020,Government,4/27/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,4/20/2020,Government,4/27/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/21/2020,Government,4/27/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,Yes,Not applicable,4/22/2020,Government,4/27/2020,PT
Portugal,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,4/22/2020,Government,4/27/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,Yes,Not applicable,4/22/2020,Government,4/27/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/22/2020,Government,4/27/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/22/2020,Government,4/27/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/23/2020,Government,4/27/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,4/23/2020,Government,4/27/2020,PT
Portugal,Europe,Movement restrictions,Surveillance and monitoring,Yes,Fines,4/24/2020,Government,4/27/2020,PT
Portugal,Europe,Public health measures,Mass population testing,No,Not applicable,4/24/2020,Government,4/27/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/24/2020,Government,4/27/2020,PT
Portugal,Europe,Movement restrictions,Domestic travel restrictions,Yes,Not available,4/24/2020,Government,4/27/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/20/2020,Media,4/27/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/24/2020,Media,4/27/2020,PT
Portugal,Europe,Public health measures,Psychological assistance and medical social work,Yes,Not applicable,4/24/2020,Media,4/27/2020,PT
Portugal,Europe,Movement restrictions,Surveillance and monitoring,Yes,Not available,4/24/2020,Media,4/27/2020,PT
Portugal,Europe,Social distancing,Closure of businesses and public services,Yes,Not available,4/27/2020,Media,4/27/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,Yes,Not available,5/4/2020,Media,4/27/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,5/4/2020,Government,5/5/2020,PT
Portugal,Europe,Public health measures,Other public health measures enforced,No,Not applicable,5/4/2020,Government,5/5/2020,PT
Portugal,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,5/4/2020,Government,5/5/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,No,Not applicable,5/4/2020,Government,5/5/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,5/4/2020,Government,5/5/2020,PT
Portugal,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,5/4/2020,Government,5/5/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,5/18/2020,Government,5/5/2020,PT
Portugal,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/18/2020,Government,5/5/2020,PT
Portugal,Europe,Social distancing,Schools closure ,No,Not applicable,5/18/2020,Government,5/5/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,5/30/2020,Government,5/5/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,5/3/2020,Government,5/5/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/4/2020,Government,5/5/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,5/4/2020,Government,5/11/2020,PT
Portugal,Europe,Public health measures,Mass population testing,No,Not applicable,5/4/2020,Government,5/11/2020,PT
Portugal,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/18/2020,Government,5/11/2020,PT
Portugal,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/18/2020,Government,5/11/2020,PT
Portugal,Europe,Public health measures,Mass population testing,Yes,Not applicable,5/4/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/5/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,5/5/2020,Government,5/11/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,5/5/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/5/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/6/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Military deployment,Yes,Not applicable,5/6/2020,Government,5/11/2020,PT
Portugal,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/18/2020,Government,5/11/2020,PT
Portugal,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/18/2020,Government,5/11/2020,PT
Portugal,Europe,Public health measures,Other public health measures enforced,Yes,Not applicable,5/18/2020,Government,5/11/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,5/7/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/7/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,5/7/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/7/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,5/7/2020,Government,5/11/2020,PT
Portugal,Europe,Public health measures,Other public health measures enforced,No,Not applicable,5/7/2020,Government,5/11/2020,PT
Portugal,Europe,Public health measures,Mass population testing,Yes,Not applicable,5/7/2020,Government,5/11/2020,PT
Portugal,Europe,Public health measures,Other public health measures enforced,Yes,Not applicable,5/7/2020,Government,5/11/2020,PT
Portugal,Europe,Movement restrictions,Surveillance and monitoring,Yes,Not applicable,5/7/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,5/7/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/8/2020,Government,5/11/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,No,Not applicable,5/8/2020,Government,5/11/2020,PT
Portugal,Europe,Public health measures,Other public health measures enforced,Yes,Not applicable,5/8/2020,Government,5/11/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/8/2020,Government,5/11/2020,PT
Portugal,Europe,Social distancing,Schools closure ,No,Not applicable,5/11/2020,Government,5/18/2020,PT
Portugal,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,5/12/2020,Government,5/18/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,5/12/2020,Government,5/18/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/12/2020,Government,5/18/2020,PT
Portugal,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/18/2020,Government,5/18/2020,PT
Portugal,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,5/18/2020,Government,5/18/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/13/2020,Government,5/18/2020,PT
Portugal,Europe,Public health measures,Psychological assistance and medical social work,Yes,Not applicable,5/13/2020,Government,5/18/2020,PT
Portugal,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,5/13/2020,Government,5/18/2020,PT
Portugal,Europe,Movement restrictions,International flights suspension,No,Not applicable,5/13/2020,Government,5/18/2020,PT
Portugal,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,5/15/2020,Government,5/18/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,No,Not applicable,5/30/2020,Government,5/18/2020,PT
Portugal,Europe,Social distancing,Limit public gatherings,No,Not applicable,5/15/2020,Government,5/18/2020,PT
Portugal,Europe,Public health measures,Awareness campaigns,No,Not applicable,5/16/2020,Government,5/18/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,5/16/2020,Government,5/18/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,5/19/2020,Government,5/26/2020,PT
Portugal,Europe,Movement restrictions,Surveillance and monitoring,Yes,Not applicable,5/19/2020,Government,5/26/2020,PT
Portugal,Europe,Public health measures,Mass population testing,No,Not applicable,5/20/2020,Government,5/26/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/20/2020,Government,5/26/2020,PT
Portugal,Europe,Public health measures,Other public health measures enforced,Yes,Not applicable,5/20/2020,Government,5/26/2020,PT
Portugal,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/21/2020,Government,5/26/2020,PT
Portugal,Europe,Movement restrictions,Surveillance and monitoring,Yes,Not applicable,5/22/2020,Government,5/26/2020,PT
Qatar,Middle East,Social distancing,Schools closure ,No,Not applicable,3/9/2020,Government,3/15/2020,QA
Qatar,Middle East,Public health measures,Awareness campaigns,No,Not applicable,3/6/2020,Government,3/15/2020,QA
Qatar,Middle East,Movement restrictions,Visa restrictions,Yes,Not applicable,3/14/2020,Government,3/15/2020,QA
Qatar,Middle East,Public health measures,Isolation and quarantine policies,Yes,Not applicable,3/14/2020,Government,3/15/2020,QA
Qatar,Middle East,Movement restrictions,International flights suspension,No,,3/18/2020,Government,3/22/2020,QA
Qatar,Middle East,Public health measures,Isolation and quarantine policies,Yes,,3/18/2020,Government,3/22/2020,QA
Qatar,Middle East,Social distancing,Closure of businesses and public services,No,,3/18/2020,Government,3/22/2020,QA
Qatar,Middle East,Social distancing,Closure of businesses and public services,No,Not available,3/27/2020,Other organisations,4/7/2020,QA
Qatar,Middle East,Movement restrictions,Domestic travel restrictions,No,Not available,3/27/2020,Other organisations,4/7/2020,QA
Qatar,Middle East,Social distancing,Limit public gatherings,No,Not available,3/27/2020,Other organisations,4/7/2020,QA
Qatar,Middle East,Lockdown,Partial lockdown,Yes,Not available,3/22/2020,Other organisations,4/7/2020,QA
Qatar,Middle East,Public health measures,Strengthening the public health system,Yes,Not applicable,4/2/2020,Government,4/21/2020,QA
Qatar,Middle East,Lockdown,Partial lockdown,Yes,Not available,4/1/2020,Media,5/12/2020,QA
Qatar,Middle East,Movement restrictions,International flights suspension,No,Not available,4/1/2020,Media,5/12/2020,QA
Qatar,Middle East,Movement restrictions,Domestic travel restrictions,No,Not available,4/10/2020,Media,5/12/2020,QA
Qatar,Middle East,Public health measures,Requirement to wear protective gear in public,No,Fines,5/17/2020,Other organisations,5/20/2020,QA
Qatar,Middle East,Movement restrictions,Domestic travel restrictions,No,Fines,5/19/2020,Other organisations,5/20/2020,QA
Qatar,Middle East,Movement restrictions,Domestic travel restrictions,No,Not available,5/19/2020,Other organisations,5/20/2020,QA
Qatar,Middle East,Movement restrictions,Surveillance and monitoring,No,Not available,5/22/2020,Other organisations,5/20/2020,QA
Qatar,Middle East,Social distancing,Closure of businesses and public services,No,Not available,5/19/2020,Other organisations,5/20/2020,QA
Qatar,Middle East,Lockdown,Partial lockdown,Yes,Not applicable,5/6/2020,Other organisations,5/20/2020,QA
Romania,Europe,Public health measures,Isolation and quarantine policies,Yes,,3/14/2020,Government,3/16/2020,RO
Romania,Europe,Social distancing,Limit public gatherings,Yes,,3/16/2020,Government,3/16/2020,RO
Romania,Europe,Movement restrictions,International flights suspension,Yes,,3/9/2020,,3/16/2020,RO
Romania,Europe,Movement restrictions,Visa restrictions,Yes,,3/9/2020,Government,3/16/2020,RO
Romania,Europe,Governance and socio-economic measures,State of emergency declared,No,,3/16/2020,Government,3/22/2020,RO
Romania,Europe,Public health measures,Isolation and quarantine policies,No,,3/15/2020,Government,3/22/2020,RO
Romania,Europe,Public health measures,Strengthening the public health system,Yes,,3/15/2020,Government,3/22/2020,RO
Romania,Europe,Movement restrictions,Border closure ,Yes,,3/22/2020,Government,3/22/2020,RO
Romania,Europe,Social distancing,Closure of businesses and public services,No,,3/22/2020,Government,3/22/2020,RO
Romania,Europe,Public health measures,Isolation and quarantine policies,No,Arrest/detention,3/22/2020,Government,3/22/2020,RO
Romania,Europe,Movement restrictions,Visa restrictions,Yes,Not applicable,3/22/2020,Other organisations,3/25/2020,RO
Romania,Europe,Movement restrictions,Curfews,No,Not available,3/22/2020,Government,3/25/2020,RO
Romania,Europe,Social distancing,Limit public gatherings,No,Not available,3/22/2020,Government,3/25/2020,RO
Romania,Europe,Public health measures,Isolation and quarantine policies,Yes,,3/25/2020,Other organisations,3/31/2020,RO
Romania,Europe,Public health measures,Isolation and quarantine policies,Yes,,3/25/2020,Government,3/31/2020,RO
Romania,Europe,Governance and socio-economic measures,Military deployment,Yes,,3/25/2020,Government,3/31/2020,RO
Romania,Europe,Public health measures,Other public health measures enforced,Yes,Not applicable,4/12/2020,Government,4/14/2020,RO
Romania,Europe,Public health measures,Strengthening the public health system,No,Not applicable,4/13/2020,Government,4/14/2020,RO
Romania,Europe,Lockdown,Partial lockdown,Yes,Up to detention,3/30/2020,Other organisations,4/14/2020,RO
Romania,Europe,Lockdown,Partial lockdown,Yes,Up to detention,4/4/2020,Other organisations,4/14/2020,RO
Romania,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not available,3/22/2020,Government,4/14/2020,RO
Romania,Europe,Governance and socio-economic measures,State of emergency declared,No,Not applicable,4/13/2020,Government,4/21/2020,RO
Romania,Europe,Movement restrictions,Domestic travel restrictions,Yes,Not available,4/4/2020,Other organisations,4/28/2020,RO
Romania,Europe,Governance and socio-economic measures,Military deployment,No,Not applicable,3/31/2020,Other organisations,4/28/2020,RO
